tweet_id,retweets,favorites
732732193018155009,558,2512
732726085725589504,924,3645
732585889486888962,815,3785
732375214819057664,2637,8329
732005617171337216,5701,15359
731285275100512256,1028,3593
731156023742988288,1328,3946
730924654643314689,2069,6322
730573383004487680,2245,5055
730427201120833536,1093,3581
730211855403241472,1098,3939
730196704625098752,2013,5002
729854734790754305,1179,4160
729838605770891264,401,1760
729823566028484608,1300,4106
729463711119904772,2427,5965
729113531270991872,339,1939
728986383096946689,853,3241
728760639972315136,1782,4816
728751179681943552,705,2853
728653952833728512,1084,3402
728409960103686147,2094,5052
728387165835677696,1000,3778
728046963732717569,1231,4434
728035342121635841,1741,4682
728015554473250816,1147,4221
727685679342333952,664,3025
727644517743104000,1826,6061
727524757080539137,1276,4597
727314416056803329,780,3432
727286334147182592,849,3128
727175381690781696,1443,4003
727155742655025152,1391,3745
726935089318363137,2561,7088
726887082820554753,1579,3949
726828223124897792,1040,3659
726224900189511680,1193,4536
725842289046749185,2767,7243
725786712245440512,1421,4284
725729321944506368,1868,5339
725458796924002305,647,1449
724983749226668032,1361,3822
724771698126512129,669,2442
724405726123311104,1716,5437
724049859469295616,1840,4442
724046343203856385,583,2736
724004602748780546,1638,4301
723912936180330496,1284,4006
723688335806480385,3104,7905
723673163800948736,931,3105
723179728551723008,1954,5441
722974582966214656,1633,4216
722613351520608256,1710,5107
721503162398597120,1950,4767
721001180231503872,641,2602
720785406564900865,799,3206
720775346191278080,704,2556
720415127506415616,1562,4247
720389942216527872,2619,6572
720340705894408192,1018,2951
720059472081784833,1168,3996
720043174954147842,2097,5044
719991154352222208,1819,4970
719704490224398336,1508,4689
719551379208073216,2010,5198
719367763014393856,770,2866
719339463458033665,1301,4540
719332531645071360,997,3513
718971898235854848,1135,3588
718939241951195136,1842,5387
718631497683582976,8401,19370
718613305783398402,500,2503
718540630683709445,1059,2542
718460005985447936,546,2770
718454725339934721,1572,4989
718246886998687744,518,1984
718234618122661888,1047,3982
717841801130979328,618,2524
717790033953034240,1172,2960
717537687239008257,1915,5911
717428917016076293,472,1654
717421804990701568,873,3235
717047459982213120,1998,6450
717009362452090881,1017,3345
716802964044845056,1232,4415
716791146589110272,1600,7469
716730379797970944,447,1270
716447146686459905,6163,13454
716439118184652801,219,2431
716285507865542656,1126,2857
716080869887381504,1994,6926
715928423106027520,912,3278
715758151270801409,1495,3826
715733265223708672,1754,4802
715704790270025728,592,2881
715696743237730304,1348,4022
715680795826982913,1693,4447
715360349751484417,1642,5624
715342466308784130,717,3119
715220193576927233,683,2485
715200624753819648,1964,5274
715009755312439296,1287,4287
714982300363173890,1074,3863
714962719905021952,4464,7559
714957620017307648,1479,4249
714631576617938945,1047,3359
714606013974974464,964,3732
714485234495041536,1207,2778
714258258790387713,746,3113
714251586676113411,870,3370
714214115368108032,914,2339
714141408463036416,1462,4433
713919462244790272,808,3382
713909862279876608,562,1970
713900603437621249,767,2925
713761197720473600,1434,5017
713411074226274305,1349,4549
713177543487135744,2950,7436
713175907180089344,1521,4593
712809025985978368,7012,19080
712717840512598017,5218,12713
712668654853337088,1262,4284
712438159032893441,1626,5477
712309440758808576,25,251
712097430750289920,1082,3904
712092745624633345,932,3030
712085617388212225,504,3351
712065007010385924,655,2334
711998809858043904,130,0
711968124745228288,2416,8304
711743778164514816,1026,2928
711732680602345472,4314,9151
711694788429553666,19119,33831
711652651650457602,957,3977
711363825979756544,1184,3766
711306686208872448,765,3414
711008018775851008,640,3076
710997087345876993,1443,4697
710844581445812225,723,2621
710833117892898816,557,2768
710658690886586372,586,2378
710609963652087808,2468,4934
710588934686908417,1949,4680
710296729921429505,772,2440
710283270106132480,538,2205
710272297844797440,1304,4668
710269109699739648,1174,2469
710153181850935296,930,2988
710140971284037632,923,2852
710117014656950272,2085,5658
709918798883774466,1107,3074
709901256215666688,105,695
709852847387627521,1246,3615
709566166965075968,1257,3641
709556954897764353,1107,3391
709519240576036864,245,1533
709449600415961088,602,2299
709409458133323776,716,2697
709225125749587968,596,2472
709207347839836162,6109,12951
709198395643068416,667,2495
709179584944730112,695,2065
709158332880297985,437,2106
709042156699303936,1711,4906
708853462201716736,684,1846
708845821941387268,938,3086
708834316713893888,526,1744
708810915978854401,7247,16984
708738143638450176,850,2825
708711088997666817,751,2623
708479650088034305,702,2628
708469915515297792,846,3186
708400866336894977,10591,16478
708356463048204288,1385,3704
708349470027751425,765,2423
708149363256774660,1602,4405
708130923141795840,878,3496
708119489313951744,1022,2766
708109389455101952,564,1991
708026248782585858,1999,4507
707995814724026368,1173,3233
707983188426153984,2,51
707969809498152960,1009,2780
707776935007539200,993,3382
707741517457260545,639,2571
707738799544082433,2592,4222
707693576495472641,1039,3537
707629649552134146,923,2652
707610948723478529,6684,17476
707420581654872064,721,2343
707411934438625280,617,2361
707387676719185920,1356,3608
707377100785885184,1128,3382
707315916783140866,669,2555
707297311098011648,826,2866
707059547140169728,706,2665
707038192327901184,823,2257
707021089608753152,1427,4202
707014260413456384,622,2374
706904523814649856,8201,15034
706901761596989440,624,2132
706681918348251136,1013,3429
706644897839910912,1146,2659
706593038911545345,653,2224
706538006853918722,1479,3568
706516534877929472,1073,3193
706346369204748288,965,3554
706310011488698368,8346,22016
706291001778950144,488,1755
706265994973601792,964,2815
706169069255446529,2331,4031
706166467411222528,1676,5310
706153300320784384,396,1533
705975130514706432,767,3200
705970349788291072,926,3237
705898680587526145,581,2437
705786532653883392,547,2005
705591895322394625,1209,3268
705475953783398401,960,3043
705442520700944385,1705,4576
705428427625635840,1758,3931
705239209544720384,777,3094
705223444686888960,835,2651
705102439679201280,534,2219
705066031337840642,633,2246
704871453724954624,1162,4407
704859558691414016,571,2329
704847917308362754,1602,5256
704819833553219584,1034,2725
704761120771465216,3029,6840
704499785726889984,1047,3024
704491224099647488,84,787
704480331685040129,1103,3500
704364645503647744,3712,8279
704347321748819968,362,1641
704134088924532736,488,1555
704113298707505153,588,1905
704054845121142784,948,3021
703774238772166656,483,1898
703769065844768768,1191,3392
703631701117943808,720,2674
703611486317502464,1585,3978
703425003149250560,1439,3911
703407252292673536,729,2533
703382836347330562,1189,3621
703356393781329922,404,1973
703268521220972544,567,2028
703079050210877440,3241,7628
703041949650034688,13108,27179
702932127499816960,754,2678
702899151802126337,477,1659
702684942141153280,1128,3333
702671118226825216,584,2272
702598099714314240,3586,12581
702539513671897089,1001,2964
702332542343577600,1633,3300
702321140488925184,1087,3384
702276748847800320,800,2560
702217446468493312,1399,4950
701981390485725185,1039,3560
701952816642965504,1073,3950
701889187134500865,1444,3658
701805642395348998,1769,3539
701601587219795968,478,2155
701570477911896070,970,2905
701545186879471618,641,2747
701214700881756160,5352,12610
700890391244103680,600,2284
700864154249383937,640,2674
700847567345688576,522,2525
700796979434098688,1004,2518
700747788515020802,9784,23595
700518061187723268,841,2709
700505138482569216,598,2358
700462010979500032,1882,4265
700167517596164096,779,2727
700151421916807169,696,2306
700143752053182464,2868,7767
700062718104104960,727,2734
700029284593901568,609,2140
700002074055016451,1404,3416
699801817392291840,1008,3160
699788877217865730,522,2309
699779630832685056,1306,2855
699775878809702401,633,2020
699691744225525762,4824,10590
699446877801091073,2737,6129
699434518667751424,529,2234
699423671849451520,346,1422
699413908797464576,640,2137
699370870310113280,459,1945
699323444782047232,905,3261
699088579889332224,662,2309
699079609774645248,685,2530
699072405256409088,1248,3102
699060279947165696,1892,3889
699036661657767936,1248,2683
698989035503689728,1026,3486
698953797952008193,949,2790
698907974262222848,653,2619
698710712454139905,713,2550
698703483621523456,399,1504
698635131305795584,356,1334
698549713696649216,650,2406
698355670425473025,475,1931
698342080612007937,992,2337
698262614669991936,2101,4904
698195409219559425,6236,17318
698178924120031232,780,2903
697995514407682048,350,1572
697990423684476929,1358,3389
697943111201378304,720,2477
697881462549430272,1245,3115
697630435728322560,565,1808
697616773278015490,1059,3261
697596423848730625,1321,3131
697575480820686848,521,2104
697516214579523584,1180,2142
697482927769255936,704,2494
697463031882764288,1447,3525
697270446429966336,1959,4832
697259378236399616,1048,3396
697255105972801536,1216,3119
697242256848379904,700,2597
696900204696625153,1066,3282
696894894812565505,707,2414
696886256886657024,1886,5024
696877980375769088,741,2519
696754882863349760,372,1532
696744641916489729,982,2135
696713835009417216,678,2448
696518437233913856,1785,4028
696490539101908992,150,1251
696488710901260288,1082,2622
696405997980676096,1199,3311
696100768806522880,699,1994
695816827381944320,1225,3102
695794761660297217,816,3279
695767669421768709,786,1928
695629776980148225,2202,4712
695446424020918272,1896,4525
695409464418041856,3746,8945
695314793360662529,1532,3749
695095422348574720,645,2726
695074328191332352,1162,2939
695064344191721472,629,1654
695051054296211456,826,2749
694925794720792577,959,2777
694905863685980160,975,2844
694669722378485760,15141,36929
694356675654983680,299,1554
694352839993344000,651,2111
694342028726001664,504,1620
694329668942569472,523,2068
694206574471057408,2128,4311
694183373896572928,975,3044
694001791655137281,1080,3505
693993230313091072,423,1931
693942351086120961,385,1794
693647888581312512,620,2781
693644216740769793,131,1384
693642232151285760,430,2621
693629975228977152,833,2530
693622659251335168,386,1597
693590843962331137,2068,5218
693582294167244802,265,1701
693486665285931008,664,1840
693280720173801472,1295,3479
693267061318012928,850,2463
693262851218264065,523,2298
693231807727280129,767,2957
693155686491000832,3366,8129
693109034023534592,644,1780
693095443459342336,484,1925
692919143163629568,786,2745
692905862751522816,918,2520
692901601640583168,627,1836
692894228850999298,847,2352
692828166163931137,920,2975
692752401762250755,3798,7045
692568918515392513,1615,4500
692535307825213440,1428,3289
692530551048294401,435,1903
692423280028966913,240,1525
692417313023332352,3647,9633
692187005137076224,857,2607
692158366030913536,825,2215
692142790915014657,414,1694
692041934689402880,1335,3504
692017291282812928,1000,2962
691820333922455552,1743,4081
691793053716221953,4414,8397
691756958957883396,1064,2971
691675652215414786,528,2010
691483041324204033,588,2458
691459709405118465,1208,4177
691444869282295808,887,2738
691416866452082688,8029,19941
691321916024623104,690,2656
691096613310316544,926,3053
691090071332753408,352,1765
690989312272396288,3001,6088
690959652130045952,1318,3698
690938899477221376,2092,4256
690932576555528194,1076,3388
690735892932222976,1332,3907
690728923253055490,540,2245
690690673629138944,843,2403
690649993829576704,293,1355
690607260360429569,17,303
690597161306841088,634,2030
690400367696297985,472,1935
690374419777196032,894,3366
690360449368465409,934,2739
690348396616552449,541,1560
690248561355657216,434,1735
690021994562220032,1083,2881
690015576308211712,772,2592
690005060500217858,1776,3788
689999384604450816,393,1477
689993469801164801,475,1506
689977555533848577,469,1417
689905486972461056,728,2507
689877686181715968,1238,3130
689835978131935233,789,2237
689661964914655233,973,3305
689659372465688576,4068,10699
689623661272240129,675,2298
689599056876867584,5800,12014
689557536375177216,481,2117
689517482558820352,1506,3514
689289219123089408,988,2331
689283819090870273,1153,3394
689280876073582592,752,2055
689275259254616065,256,1193
689255633275777024,1132,2639
689154315265683456,1050,3173
689143371370250240,536,2079
688916208532455424,914,2821
688908934925697024,816,2185
688898160958271489,828,2175
688894073864884227,731,2312
688828561667567616,391,1425
688804835492233216,203,997
688789766343622656,692,2292
688547210804498433,734,2698
688519176466644993,771,2397
688385280030670848,4686,9595
688211956440801280,871,2305
688179443353796608,616,2195
688116655151435777,819,2932
688064179421470721,377,1790
687841446767013888,2656,5640
687826841265172480,1185,2821
687818504314159109,999,2574
687807801670897665,740,2476
687732144991551489,692,1824
687704180304273409,881,2524
687664829264453632,534,1998
687494652870668288,601,1971
687480748861947905,253,1652
687476254459715584,559,2047
687460506001633280,569,2127
687399393394311168,656,1960
687317306314240000,9600,20784
687312378585812992,1996,4505
687127927494963200,2408,5641
687124485711986689,524,2245
687109925361856513,2594,6008
687102708889812993,1035,2418
687096057537363968,633,2320
686947101016735744,3340,8897
686760001961103360,1447,3642
686749460672679938,1531,3595
686730991906516992,1263,4283
686683045143953408,843,2914
686618349602762752,1434,3814
686606069955735556,573,1964
686394059078897668,712,1798
686386521809772549,921,3366
686377065986265092,591,2285
686358356425093120,714,2264
686286779679375361,1747,4133
686050296934563840,762,2273
686035780142297088,127,1196
686034024800862208,1216,3216
686007916130873345,443,2566
686003207160610816,674,1888
685973236358713344,546,2179
685943807276412928,629,1682
685906723014619143,3068,7761
685681090388975616,131,2099
685667379192414208,602,2421
685663452032069632,1533,3367
685641971164143616,822,3031
685547936038666240,16506,34062
685532292383666176,1215,3138
685325112850124800,4184,9794
685321586178670592,675,2734
685315239903100929,1135,3456
685307451701334016,461,2144
685268753634967552,1262,3204
685198997565345792,697,2410
685169283572338688,1494,4236
684969860808454144,396,2445
684959798585110529,3293,7041
684940049151070208,1092,3329
684926975086034944,488,3621
684914660081053696,1544,3630
684902183876321280,557,1941
684880619965411328,865,2173
684830982659280897,22697,36216
684800227459624960,1050,2810
684594889858887680,3705,9217
684588130326986752,1478,4245
684567543613382656,1293,3113
684538444857667585,1002,2733
684481074559381504,1230,4006
684460069371654144,583,2050
684241637099323392,3488,8428
684225744407494656,222,1275
684222868335505415,1443,3960
684200372118904832,1075,2236
684195085588783105,545,1981
684188786104872960,1236,3599
684177701129875456,707,2080
684147889187209216,1566,3078
684122891630342144,497,2065
684097758874210310,1511,4247
683857920510050305,1170,3933
683852578183077888,370,1988
683849932751646720,1030,2702
683834909291606017,1164,2711
683828599284170753,1118,2903
683773439333797890,1423,3452
683742671509258241,3486,6709
683515932363329536,3068,7596
683498322573824003,1011,3272
683481228088049664,1046,2729
683462770029932544,708,2510
683449695444799489,1692,4038
683391852557561860,2501,7877
683357973142474752,976,3025
683142553609318400,1094,2981
683111407806746624,960,3504
683098815881154561,692,2229
683078886620553216,589,2047
683030066213818368,767,2218
682962037429899265,17537,38138
682808988178739200,189,1833
682788441537560576,1173,2552
682750546109968385,462,1572
682697186228989953,379,1356
682662431982772225,1139,3153
682638830361513985,637,2127
682429480204398592,1224,3543
682406705142087680,1860,7827
682393905736888321,717,2304
682389078323662849,492,1717
682303737705140231,1058,3168
682259524040966145,1276,4302
682242692827447297,1238,3366
682088079302213632,10388,18884
682059653698686977,1778,5117
682047327939461121,1008,3300
682032003584274432,2117,6806
682003177596559360,1611,3248
681981167097122816,1088,2888
681891461017812993,860,2547
681694085539872773,4263,13205
681679526984871937,473,1824
681654059175129088,976,2723
681610798867845120,500,1973
681579835668455424,1371,3655
681523177663676416,6098,14785
681340665377193984,294,1693
681339448655802368,4273,9591
681320187870711809,788,2731
681302363064414209,1922,4081
681297372102656000,1011,3308
681281657291280384,1159,3321
681261549936340994,290,1503
681242418453299201,567,1539
681231109724700672,510,2478
681193455364796417,1560,3826
680970795137544192,698,2501
680959110691590145,2107,4705
680940246314430465,1109,3312
680934982542561280,463,2139
680913438424612864,649,2476
680889648562991104,381,1820
680836378243002368,1397,3572
680805554198020098,696,2227
680801747103793152,866,2449
680798457301471234,1097,2947
680609293079592961,748,2720
680583894916304897,1413,3739
680497766108381184,2004,4366
680494726643068929,509,1772
680473011644985345,780,2631
680440374763077632,531,1501
680221482581123072,304,1508
680206703334408192,1239,2929
680191257256136705,529,2218
680176173301628928,1650,4021
680161097740095489,771,2394
680145970311643136,1834,3728
680130881361686529,996,2355
680115823365742593,946,2799
680100725817409536,1441,3681
680085611152338944,9411,13182
680070545539371008,925,2659
679877062409191424,682,2029
679872969355714560,695,2248
679862121895714818,652,2525
679854723806179328,1297,2944
679844490799091713,798,2440
679828447187857408,14747,37339
679777920601223168,1167,3176
679736210798047232,832,2154
679729593985699840,864,2227
679722016581222400,490,1699
679530280114372609,2184,4917
679527802031484928,758,2719
679511351870550016,1326,3474
679503373272485890,1546,3231
679475951516934144,665,2150
679462823135686656,19753,32659
679405845277462528,1262,2445
679158373988876288,8487,22013
679148763231985668,1082,2854
679132435750195208,1215,3048
679111216690831360,2683,6136
679062614270468097,8603,17530
679047485189439488,708,2304
679001094530465792,1296,2911
678991772295516161,1233,2381
678969228704284672,484,1690
678800283649069056,947,2649
678798276842360832,1239,3552
678774928607469569,963,2882
678767140346941444,1434,3634
678764513869611008,501,1682
678755239630127104,3465,7319
678740035362037760,1769,3851
678708137298427904,2533,5729
678675843183484930,1548,2949
678643457146150913,442,2105
678446151570427904,1637,4111
678424312106393600,2657,5554
678410210315247616,1908,4344
678399652199309312,33193,81248
678396796259975168,443,1633
678389028614488064,440,1918
678380236862578688,953,2507
678341075375947776,564,1774
678334497360859136,271,1337
678278586130948096,6340,11727
678255464182861824,388,1629
678023323247357953,399,1977
678021115718029313,6664,14074
677961670166224897,1761,3503
677918531514703872,427,1385
677895101218201600,2204,4951
677716515794329600,1009,3137
677700003327029250,1516,3474
677698403548192770,334,1261
677687604918272002,883,2544
677673981332312066,1565,3407
677662372920729601,1016,1988
677644091929329666,834,1904
677573743309385728,754,2183
677565715327688705,475,1322
677557565589463040,1208,2490
677547928504967168,3797,7090
677530072887205888,236,1095
677335745548390400,1864,3106
677334615166730240,304,1380
677331501395156992,245,1119
677328882937298944,1565,3712
677314812125323265,553,1682
677301033169788928,428,1264
677269281705472000,733,2044
677228873407442944,1706,3620
677187300187611136,962,2795
676975532580409345,1115,2844
676957860086095872,840,2263
676949632774234114,415,1337
676948236477857792,908,2224
676946864479084545,393,1750
676942428000112642,785,2111
676936541936185344,5091,12981
676916996760600576,1864,3023
676897532954456065,747,2301
676864501615042560,738,2141
676821958043033607,16217,23510
676819651066732545,694,1846
676811746707918848,440,1448
676776431406465024,2085,5102
676617503762681856,1017,2955
676613908052996102,203,1100
676606785097199616,457,1918
676603393314578432,396,1183
676593408224403456,2236,4661
676590572941893632,129,927
676588346097852417,823,2361
676582956622721024,289,1228
676575501977128964,1157,2641
676533798876651520,577,1901
676496375194980353,551,1549
676470639084101634,4842,11806
676440007570247681,690,1747
676430933382295552,358,1422
676263575653122048,569,2118
676237365392908289,302,1243
676219687039057920,32129,76843
676215927814406144,603,1771
676191832485810177,1069,2321
676146341966438401,685,1954
676121918416756736,1200,2192
676101918813499392,1206,2865
676098748976615425,1482,3058
676089483918516224,447,1335
675898130735476737,592,1647
675891555769696257,895,2167
675888385639251968,997,2417
675878199931371520,1446,4230
675870721063669760,591,1662
675853064436391936,1338,2727
675849018447167488,152,952
675845657354215424,912,2314
675822767435051008,554,1548
675820929667219457,238,1062
675798442703122432,3494,10393
675781562965868544,490,1650
675740360753160193,358,1189
675710890956750848,846,1918
675707330206547968,716,2006
675706639471788032,101,650
675534494439489536,432,1843
675531475945709568,396,1199
675522403582218240,294,1053
675517828909424640,472,1306
675501075957489664,5976,17362
675497103322386432,1339,3183
675489971617296384,617,1321
675483430902214656,997,1859
675432746517426176,589,1541
675372240448454658,526,1709
675362609739206656,236,1061
675354435921575936,17702,33125
675349384339542016,2325,3967
675334060156301312,1334,2807
675166823650848770,1659,3654
675153376133427200,2671,6347
675149409102012420,1726,3773
675147105808306176,245,951
675146535592706048,322,1204
675145476954566656,928,2163
675135153782571009,508,1310
675113801096802304,805,1972
675111688094527488,260,977
675109292475830276,1163,2824
675047298674663426,337,1070
675015141583413248,1232,2734
675006312288268288,232,996
675003128568291329,486,1573
674999807681908736,1128,2272
674805413498527744,363,864
674800520222154752,880,3050
674793399141146624,1114,2528
674790488185167872,253,1117
674788554665512960,216,822
674781762103414784,1235,2016
674774481756377088,485,1131
674767892831932416,813,1846
674764817387900928,244,790
674754018082705410,460,1370
674752233200820224,479,1469
674743008475090944,565,1419
674742531037511680,51,494
674739953134403584,401,1120
674737130913071104,96,650
674690135443775488,481,1153
674670581682434048,666,1615
674664755118911488,261,931
674646392044941312,504,1448
674644256330530816,275,1031
674638615994089473,596,1694
674632714662858753,594,1516
674606911342424069,102,943
674468880899788800,2106,6278
674447403907457024,364,1071
674436901579923456,399,1122
674422304705744896,550,1446
674416750885273600,143,683
674410619106390016,476,1207
674394782723014656,585,1518
674372068062928900,321,850
674330906434379776,74,565
674318007229923329,526,1430
674307341513269249,7108,11403
674291837063053312,6020,14827
674271431610523648,744,1581
674269164442398721,228,910
674265582246694913,868,1661
674262580978937856,463,1313
674255168825880576,565,1472
674082852460433408,173,757
674075285688614912,294,989
674063288070742018,2254,6400
674053186244734976,1325,3343
674051556661161984,496,1453
674045139690631169,652,1428
674042553264685056,131,727
674038233588723717,422,1107
674036086168010753,217,851
674024893172875264,1247,1796
674019345211760640,306,1136
674014384960745472,660,1568
674008982932058114,364,1205
673956914389192708,976,1957
673919437611909120,376,1173
673906403526995968,1646,3209
673887867907739649,255,934
673716320723169284,762,3090
673715861853720576,2120,3555
673711475735838725,302,1042
673709992831262724,278,850
673708611235921920,295,1090
673707060090052608,399,1105
673705679337693185,408,1256
673700254269775872,581,1445
673697980713705472,1985,3821
673689733134946305,661,1737
673688752737402881,503,1269
673686845050527744,448,1443
673680198160809984,477,1377
673662677122719744,367,1260
673656262056419329,247,718
673636718965334016,365,1105
673612854080196609,732,1600
673583129559498752,370,1192
673580926094458881,274,837
673576835670777856,570,1392
673363615379013632,310,1025
673359818736984064,681,1456
673355879178194945,586,1494
673352124999274496,545,1656
673350198937153538,217,750
673345638550134785,1291,2516
673343217010679808,275,974
673342308415348736,593,1275
673320132811366400,8069,13496
673317986296586240,264,877
673295268553605120,3207,7532
673270968295534593,373,1068
673240798075449344,745,1426
673213039743795200,854,2249
673148804208660480,640,1687
672997845381865473,734,1980
672995267319328768,300,958
672988786805112832,298,986
672984142909456390,549,1258
672980819271634944,1024,1830
672975131468300288,918,1686
672970152493887488,362,948
672968025906282496,554,1318
672964561327235073,648,1424
672902681409806336,511,1368
672898206762672129,428,907
672884426393653248,843,1555
672877615439593473,372,1034
672834301050937345,577,1316
672828477930868736,500,1259
672640509974827008,327,975
672622327801233409,496,1303
672614745925664768,593,1223
672609152938721280,393,1119
672604026190569472,403,1111
672594978741354496,615,1332
672591762242805761,337,954
672591271085670400,185,724
672538107540070400,370,1032
672523490734551040,173,641
672488522314567680,446,1111
672482722825261057,608,1138
672481316919734272,126,719
672475084225949696,710,1432
672466075045466113,546,1355
672272411274932228,3424,6462
672267570918129665,623,1499
672264251789176834,342,1137
672256522047614977,1568,2814
672254177670729728,751,1432
672248013293752320,618,1718
672245253877968896,162,688
672239279297454080,326,897
672231046314901505,1031,1838
672222792075620352,214,784
672205392827572224,1168,2267
672169685991993344,373,1022
672160042234327040,360,875
672139350159835138,716,1748
672125275208069120,1152,2404
672095186491711488,372,1006
672082170312290304,372,941
672068090318987265,524,1293
671896809300709376,4209,8486
671891728106971137,581,1334
671882082306625538,1395,3464
671879137494245376,688,1420
671874878652489728,565,1250
671866342182637568,506,1114
671855973984772097,449,907
671789708968640512,3523,7060
671768281401958400,530,1191
671763349865160704,934,1682
671744970634719232,783,1353
671743150407421952,235,744
671735591348891648,761,1450
671729906628341761,4394,8501
671561002136281088,7299,12811
671550332464455680,210,913
671547767500775424,602,1355
671544874165002241,1058,1975
671542985629241344,568,1088
671538301157904385,400,929
671536543010570240,414,1175
671533943490011136,587,1016
671528761649688577,263,842
671520732782923777,532,1404
671518598289059840,292,952
671511350426865664,729,1607
671504605491109889,3577,7008
671497587707535361,453,916
671488513339211776,474,1012
671486386088865792,207,579
671485057807351808,234,760
671390180817915904,741,1430
671362598324076544,297,1104
671357843010908160,150,399
671355857343524864,115,480
671347597085433856,432,955
671186162933985280,214,735
671182547775299584,350,1116
671166507850801152,356,876
671163268581498880,1121,1667
671159727754231808,82,373
671154572044468225,221,713
671151324042559489,157,670
671147085991960577,228,674
671141549288370177,665,1158
671138694582165504,407,920
671134062904504320,198,750
671122204919246848,2548,3492
671115716440031232,783,1367
671109016219725825,444,1144
670995969505435648,297,1102
670842764863651840,8808,24595
670840546554966016,194,591
670838202509447168,702,1110
670833812859932673,127,442
670832455012716544,221,734
670826280409919488,4092,5548
670823764196741120,195,774
670822709593571328,97,614
670815497391357952,1550,3178
670811965569282048,274,1127
670807719151067136,499,1156
670804601705242624,971,1960
670803562457407488,88,344
670797304698376195,240,737
670792680469889025,282,827
670789397210615808,245,659
670786190031921152,201,604
670783437142401025,398,819
670782429121134593,780,1560
670780561024270336,291,787
670778058496974848,74,328
670764103623966721,425,1072
670755717859713024,112,438
670733412878163972,519,961
670727704916926465,365,824
670717338665226240,500,1206
670704688707301377,374,772
670691627984359425,247,590
670679630144274432,284,747
670676092097810432,43,248
670668383499735048,5088,10707
670474236058800128,760,1517
670468609693655041,86,354
670465786746662913,557,973
670452855871037440,207,550
670449342516494336,671,1193
670444955656130560,1999,6721
670442337873600512,202,643
670435821946826752,520,1055
670434127938719744,654,1401
670433248821026816,114,329
670428280563085312,633,1378
670427002554466305,166,523
670421925039075328,637,1306
670420569653809152,319,629
670417414769758208,318,569
670411370698022913,908,2018
670408998013820928,229,556
670403879788544000,158,432
670385711116361728,211,557
670374371102445568,273,747
670361874861563904,69,328
670338931251150849,113,420
670319130621435904,1234,3863
670303360680108032,137,428
670290420111441920,291,703
670093938074779648,336,1024
670086499208155136,254,699
670079681849372674,1249,2223
670073503555706880,800,1578
670069087419133954,243,625
670061506722140161,347,766
670055038660800512,335,668
670046952931721218,179,643
670040295598354432,113,753
670037189829525505,278,586
670003130994700288,93,332
669993076832759809,86,324
669972011175813120,160,446
669970042633789440,62,301
669942763794931712,166,501
669926384437997569,106,371
669923323644657664,57,233
669753178989142016,405,811
669749430875258880,65,265
669684865554620416,90,513
669683899023405056,112,387
669682095984410625,136,348
669680153564442624,294,665
669661792646373376,441,800
669625907762618368,1833,3524
669603084620980224,367,945
669597912108789760,152,512
669583744538451968,935,1492
669573570759163904,142,433
669571471778410496,1027,1589
669567591774625800,55,235
669564461267722241,125,383
669393256313184256,77,367
669375718304980992,736,1331
669371483794317312,183,496
669367896104181761,159,463
669363888236994561,229,616
669359674819481600,126,370
669354382627049472,1289,2705
669353438988365824,265,642
669351434509529089,188,438
669328503091937280,423,1021
669327207240699904,117,575
669324657376567296,211,498
669216679721873412,407,1189
669214165781868544,168,438
669203728096960512,485,1003
669037058363662336,318,654
669015743032369152,377,736
669006782128353280,251,576
669000397445533696,6422,20887
668994913074286592,233,439
668992363537309700,351,745
668989615043424256,334,681
668988183816871936,477,896
668986018524233728,171,553
668981893510119424,309,536
668979806671884288,354,798
668975677807423489,585,1304
668967877119254528,23,146
668960084974809088,241,703
668955713004314625,72,280
668932921458302977,59,264
668902994700836864,102,318
668892474547511297,153,397
668872652652679168,304,525
668852170888998912,168,454
668826086256599040,139,431
668815180734689280,273,576
668779399630725120,375,704
668655139528511488,221,532
668645506898350081,536,888
668643542311546881,536,880
668641109086707712,544,1079
668636665813057536,496,1041
668633411083464705,1662,2809
668631377374486528,321,712
668627278264475648,117,316
668625577880875008,137,385
668623201287675904,779,1426
668620235289837568,43,201
668614819948453888,316,614
668587383441514497,1084,1670
668567822092664832,56,243
668544745690562560,226,514
668542336805281792,219,455
668537837512433665,77,250
668528771708952576,230,459
668507509523615744,107,322
668496999348633600,134,412
668484198282485761,238,423
668480044826800133,149,456
668466899341221888,523,877
668297328638447616,298,615
668291999406125056,31,242
668286279830867968,137,503
668274247790391296,232,820
668268907921326080,237,553
668256321989451776,620,1308
668248472370458624,493,980
668237644992782336,2867,6187
668226093875376128,105,298
668221241640230912,199,508
668204964695683073,197,551
668190681446379520,197,655
668171859951755264,195,489
668154635664932864,319,495
668142349051129856,284,567
668113020489474048,243,664
667937095915278337,790,1258
667924896115245057,113,301
667915453470232577,56,208
667911425562669056,308,489
667902449697558528,376,845
667886921285246976,1096,1877
667885044254572545,488,807
667878741721415682,119,388
667873844930215936,407,625
667866724293877760,1033,2997
667861340749471744,78,238
667832474953625600,63,291
667806454573760512,496,1051
667801013445750784,97,327
667793409583771648,333,698
667782464991965184,246,407
667773195014021121,57,236
667766675769573376,216,442
667728196545200128,151,377
667724302356258817,318,481
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2289,5759
667546741521195010,125,333
