tweet_id,retweets,favorites
831911600680497154,6921,28719
831670449226514432,1924,10855
831650051525054464,2060,7465
831552930092285952,2433,9333
831322785565769729,1628,9598
831315979191906304,1188,6781
831309418084069378,2596,12191
831262627380748289,2171,12380
830956169170665475,1585,8285
830583320585068544,17855,69544
830173239259324417,6049,0
830097400375152640,3180,10213
829878982036299777,5347,0
829861396166877184,2085,12727
829501995190984704,11289,33009
829449946868879360,2147,10880
829374341691346946,9917,36018
829141528400556032,7873,25456
829011960981237760,17247,55195
828801551087042563,3607,0
828770345708580865,6233,26603
828708714936930305,11948,38087
828650029636317184,1433,9893
828409743546925057,1222,6576
828408677031882754,1372,7992
828381636999917570,2368,13146
828376505180889089,1136,7686
828372645993398273,3145,13071
828361771580813312,179,2288
828046555563323392,3050,12242
828011680017821696,2284,10782
827933404142436356,5563,20948
827653905312006145,3203,16089
827600520311402496,1012,7717
827324948884643840,3259,16511
827199976799354881,2389,11017
826958653328592898,5347,22482
826848821049180160,10889,37985
826615380357632002,4215,0
826598799820865537,268,5323
826598365270007810,2502,10493
826476773533745153,4480,19233
826240494070030336,2761,13835
826204788643753985,992,5081
826115272272650244,3345,16336
825876512159186944,2000,10917
825829644528148480,2658,13289
825535076884762624,18356,54455
825147591692263424,4872,19118
825120256414846976,1365,0
825026590719483904,1365,6618
824796380199809024,5867,0
824775126675836928,3752,15616
824663926340194305,1854,10537
824325613288833024,11112,12319
824297048279236611,4129,15748
824025158776213504,629,4995
823939628516474880,2898,11116
823719002937630720,11984,0
823699002998870016,2678,14532
823581115634085888,2828,13609
823333489516937216,26,731
823322678127919110,4297,16453
823269594223824897,10523,0
822975315408461824,3688,18087
822872901745569793,46897,138202
822859134160621569,2444,13850
822647212903690241,6856,0
822610361945911296,3169,15476
822489057087389700,6856,19005
822462944365645825,15642,29696
822244816520155136,10523,36628
822163064745328640,5136,0
821886076407029760,2503,11862
821813639212650496,3582,0
821765923262631936,1778,8803
821522889702862852,1900,8405
821421320206483457,5986,0
821407182352777218,4649,12332
821153421864615936,10,263
821149554670182400,2159,9112
821107785811234820,2277,10042
821044531881721856,2455,13253
820837357901512704,7182,0
820749716845686786,10608,33021
820690176645140481,3456,12783
820494788566847489,606,0
820446719150292993,2767,0
820314633777061888,606,3494
820078625395449857,6736,20762
820013781606658049,1269,0
819952236453363712,1269,5577
819924195358416896,5191,13499
819711362133872643,3359,14092
819588359383371776,2113,10046
819347104292290561,1293,7564
819238181065359361,432,2394
819227688460238848,7182,24203
819015337530290176,39489,0
819015331746349057,20356,0
819006400881917954,20356,47438
819004803107983360,39489,91026
818646164899774465,22414,0
818627210458333184,8020,23297
818614493328580609,2767,10335
818588835076603904,6601,0
818536468981415936,2660,11442
818307523543449600,8733,0
818259473185828864,2451,11565
818145370475810820,2784,12870
817908911860748288,846,5087
817827839487737858,29212,54341
817777686764523521,2877,11238
817536400337801217,3268,12381
817502432452313088,3647,0
817423860136083457,16025,35789
817415592588222464,1035,5877
817181837579653120,9126,0
817171292965273600,2167,9168
817120970343411712,2813,12794
817056546584727552,1770,9014
816829038950027264,5052,0
816816676327063552,2182,10526
816697700272001025,2364,10285
816450570814898180,8733,32095
816336735214911488,2101,9034
816091915477250048,2321,9393
816062466425819140,1121,0
816014286006976512,5701,0
815990720817401858,1121,5239
815966073409433600,9126,23552
815745968457060357,4445,0
815736392542261248,2442,10346
815639385530101762,1766,8638
815390420867969024,4092,10882
814986499976527872,1383,8045
814638523311648768,2917,11841
814578408554463233,6236,0
814530161257443328,1994,9090
814153002265309185,9333,30288
813944609378369540,3435,0
813910438903693312,2014,9784
813812741911748608,15050,38310
813800681631023104,1893,8786
813217897535406080,7877,19636
813202720496779264,1942,9680
813187593374461952,4697,20896
813172488309972993,2062,9805
813157409116065792,2388,8168
813142292504645637,2540,8879
813130366689148928,481,4703
813127251579564032,3373,12464
813112105746448384,2967,10855
813096984823349248,3873,11081
813081950185472002,2980,10389
813066809284972545,2095,8377
813051746834595840,7897,22063
812781120811126785,2060,7984
812709060537683968,1535,6968
812503143955202048,1317,6406
812466873996607488,2079,8407
812372279581671427,3956,14411
811985624773361665,1515,7643
811744202451197953,1723,7947
811647686436880384,800,5883
811627233043480576,3352,13455
811386762094317568,6873,22027
810984652412424192,1548,5620
810896069567610880,1920,9535
810657578271330305,2855,11563
810284430598270976,12274,37242
810254108431155201,3607,15469
809920764300447744,4215,16312
809808892968534016,5276,0
809448704142938112,1579,7316
809220051211603969,6049,21010
809084759137812480,3798,13940
808838249661788160,3283,10666
808733504066486276,2333,8342
808501579447930884,2792,11892
808344865868283904,22414,44853
808134635716833280,6400,0
808106460588765185,2372,9241
808001312164028416,3826,13260
807621403335917568,3957,15350
807106840509214720,60029,125138
807059379405148160,7890,0
807010152071229440,4138,13753
806629075125202948,37548,79118
806620845233815552,5964,0
806576416489959424,2081,5126
806542213899489280,2541,10774
806242860592926720,12586,0
806219024703037440,1285,6783
805958939288408065,5810,0
805932879469572096,2065,8726
805826884734976000,1976,6941
805823200554876929,8679,0
805520635690676224,1777,6066
805487436403003392,2738,9268
805207613751304193,1838,8224
804738756058218496,4141,14472
804475857670639616,2165,6475
804413760345620481,3482,0
804026241225523202,17511,47044
803773340896923648,2983,10603
803692223237865472,8029,0
803638050916102144,4446,11566
803380650405482500,2000,8182
803321560782307329,5723,0
803276597545603072,2652,10585
802952499103731712,2167,9542
802624713319034886,3153,0
802600418706604034,1591,7510
802572683846291456,2694,9437
802323869084381190,6298,17122
802265048156610565,1475,6968
802239329049477120,2824,9566
802185808107208704,286,0
801958328846974976,1847,8149
801854953262350336,251,1865
801538201127157760,2216,8661
801285448605831168,897,6387
801167903437357056,6400,25867
801127390143516673,4276,0
801115127852503040,2257,8532
800859414831898624,102,729
800855607700029440,1759,0
800751577355128832,2995,11104
800513324630806528,3248,13878
800459316964663297,2329,10012
800443802682937345,4655,0
800388270626521089,3032,11776
800188575492947969,4263,0
800141422401830912,2767,16177
800018252395122689,14233,29982
799774291445383169,5048,0
799757965289017345,2334,8862
799422933579902976,2066,8508
799308762079035393,5954,0
799297110730567681,2987,10457
799063482566066176,2663,8526
798933969379225600,4828,13862
798925684722855936,1534,7866
798705661114773508,7131,0
798701998996647937,8401,0
798697898615730177,7012,0
798694562394996736,5352,0
798686750113755136,2501,0
798682547630837760,5091,0
798673117451325440,5976,0
798665375516884993,4209,0
798644042770751489,1999,0
798628517273620480,2125,0
798585098161549313,6167,0
798576900688019456,6309,0
798340744599797760,3620,0
798209839306514432,2757,10966
797971864723324932,3395,12300
797545162159308800,5228,15341
797236660651966464,7174,21094
797165961484890113,28,240
796904159865868288,9600,0
796865951799083009,2054,8110
796759840936919040,3299,12541
796563435802726400,7877,0
796484825502875648,1902,8007
796387464403357696,4500,11634
796177847564038144,15462,0
796149749086875649,15462,34149
796125600683540480,1929,5231
796116448414461957,2607,9625
796080075804475393,2502,8945
796031486298386433,3973,11433
795464331001561088,25726,52590
795400264262053889,3103,10661
795076730285391872,5867,17150
794983741416415232,3648,0
794926597468000259,2489,10860
794355576146903043,11113,0
794332329137291264,2872,10119
794205286408003585,3573,9745
793962221541933056,5276,17763
793845145112371200,2026,9738
793614319594401792,3366,0
793601777308463104,1756,8430
793500921481273345,2565,11301
793286476301799424,9934,25998
793271401113350145,2565,9155
793256262322548741,9016,21136
793241302385262592,3538,11105
793226087023144960,3097,10402
793210959003287553,3029,9440
793195938047070209,6083,16150
793180763617361921,2149,7332
793165685325201412,2999,9949
793150605191548928,1832,6529
793135492858580992,2688,6824
793120401413079041,4217,13411
792913359805018113,4333,15156
792883833364439040,4620,11949
792773781206999040,1809,7750
792394556390137856,4634,14211
792050063153438720,1951,7574
791821351946420224,22697,0
791784077045166082,10388,0
791780927877898241,4124,0
791774931465953280,23976,47685
791672322847637504,3366,12406
791406955684368384,4445,13841
791312159183634433,2741,9279
791026214425268224,4443,0
790987426131050500,2306,10416
790946055508652032,5052,17554
790723298204217344,2499,0
790698755171364864,2065,8663
790581949425475584,7760,21835
790337589677002753,2009,8256
790277117346975746,3435,13267
790227638568808452,3858,0
789986466051088384,2499,9755
789960241177853952,4455,0
789903600034189313,4449,10952
789628658055020548,1919,7927
789599242079838210,2087,7145
789530877013393408,3648,12426
789314372632018944,2486,9096
789280767834746880,5335,0
789268448748703744,2795,9615
789137962068021249,3013,10242
788908386943430656,13351,28926
788765914992902144,11113,28939
788552643979468800,7764,0
788412144018661376,5707,16436
788178268662984705,2282,7622
788150585577050112,1403,6472
788070120937619456,3694,0
788039637453406209,1425,6475
787810552592695296,3297,9153
787717603741622272,3001,10780
787397959788929025,3051,11448
787322443945877504,1884,8217
787111942498508800,7263,0
786963064373534720,8589,28058
786729988674449408,2587,0
786709082849828864,6565,19201
786664955043049472,2751,11215
786595970293370880,3340,9922
786363235746385920,3771,11488
786286427768250368,3083,8392
786233965241827333,5136,16112
786051337297522688,165,1508
786036967502913536,7607,0
785927819176054784,3405,11983
785872687017132033,1958,7037
785639753186217984,2391,8230
785533386513321988,2159,9584
785515384317313025,1353,6420
785264754247995392,1757,7648
785170936622350336,5224,12704
784826020293709826,3482,10666
784517518371221505,2734,9428
784431430411685888,1381,5997
784183165795655680,8679,21200
784057939640352768,11984,31466
783839966405230592,11621,31626
783821107061198850,2105,7738
783695101801398276,3467,10977
783466772167098368,2417,8902
783391753726550016,5916,17752
783347506784731136,6020,0
783334639985389568,12586,30732
783085703974514689,2381,8568
782969140009107456,7890,25385
782747134529531904,1503,7863
782722598790725632,5810,18175
782598640137187329,2014,8194
782305867769217024,5986,17524
782021823840026624,6684,0
781955203444699136,3608,11694
781661882474196992,2910,10980
781655249211752448,1202,4204
781524693396357120,5964,21819
781308096455073793,2733,7494
781251288990355457,2247,8859
781163403222056960,2938,10283
780931614150983680,7877,22741
780858289093574656,2150,7548
780800785462489090,1402,5782
780601303617732608,3582,12714
780543529827336192,1854,6617
780496263422808064,3972,0
780476555013349377,123,0
780459368902959104,1147,5558
780192070812196864,2399,9137
780092040432480260,2464,0
780074436359819264,5363,12858
779834332596887552,7607,19927
779377524342161408,3349,9275
779124354206535695,19753,0
779123168116150273,3920,12404
779056095788752897,4853,15523
778990705243029504,7774,21000
778774459159379968,10680,0
778764940568104960,392,907
778748913645780993,1424,7235
778650543019483137,1613,6050
778624900596654080,1082,4874
778408200802557953,4664,14330
778396591732486144,13108,0
778383385161035776,1188,6135
778286810187399168,3532,10907
778039087836069888,2818,8887
778027034220126208,1732,6872
777953400541634568,3789,0
777885040357281792,1762,6668
777684233540206592,3153,11785
777641927919427584,4540,0
777621514455814149,2667,9195
777189768882946048,4631,15007
776819012571455488,14747,0
776813020089548800,1300,5115
776477788987613185,2987,9260
776249906839351296,9784,0
776218204058357768,17113,31449
776201521193218049,2700,10070
776113305656188928,4655,12324
776088319444877312,161,1918
775898661951791106,17613,0
775842724423557120,2858,12277
775733305207554048,4276,14520
775729183532220416,4890,13552
775364825476165632,3181,7776
775350846108426240,4173,10654
775085132600442880,5048,16301
774757898236878852,1896,8968
774639387460112384,1850,7043
774314403806253056,5954,22828
773985732834758656,4146,11239
773922284943896577,1852,6699
773704687002451968,1736,6917
773670353721753600,1389,5575
773547596996571136,6601,23146
773336787167145985,5432,0
773308824254029826,7982,24377
773247561583001600,3446,9860
773191612633579521,4397,10478
772877495989305348,4134,8976
772826264096874500,2500,8391
772615324260794368,3603,0
772581559778025472,1807,6785
772193107915964416,1484,6319
772152991789019136,1196,3967
772117678702071809,788,3938
772114945936949249,502,2842
772102971039580160,994,4195
771908950375665664,2023,6888
771770456517009408,3620,12571
771500966810099713,2804,8657
771380798096281600,5432,10994
771171053431250945,8069,0
771136648247640064,3124,9581
771102124360998913,1534,6533
771014301343748096,1752,7174
771004394259247104,231,0
770787852854652928,1293,5167
770772759874076672,1507,5424
770655142660169732,1861,7660
770414278348247044,2207,6592
770293558247038976,1594,6522
770093767776997377,3248,0
770069151037685760,2442,7917
769940425801170949,10276,32872
769695466921623552,1765,6684
769335591808995329,8201,0
769212283578875904,1828,5654
768970937022709760,6975,15087
768909767477751808,2868,0
768855141948723200,950,4390
768609597686943744,1285,4306
768596291618299904,1360,5243
768554158521745409,6213,0
768473857036525572,3648,14245
768193404517830656,3789,11388
767884188863397888,1490,4971
767754930266464257,5723,16756
767500508068192258,2491,7820
767191397493538821,4044,12824
767122157629476866,3029,10594
766864461642756096,6003,0
766793450729734144,1449,5304
766714921925144576,410,2721
766693177336135680,844,4204
766423258543644672,1700,6292
766313316352462849,2003,7079
766078092750233600,2767,0
766069199026450432,912,4443
766008592277377025,527,3913
765719909049503744,2280,7555
765669560888528897,1295,5418
765395769549590528,3621,27651
765371061932261376,2301,7402
765222098633691136,3603,12126
764857477905154048,1889,6715
764259802650378240,1611,6305
763956972077010945,58,781
763837565564780549,4443,13154
763183847194451968,1568,5622
763167063695355904,3207,0
763103485927849985,2434,7685
762699858130116608,3858,12702
762471784394268675,6870,11760
762464539388485633,4455,10757
762316489655476224,1198,5018
762035686371364864,16620,33347
761976711479193600,2149,5627
761750502866649088,4184,0
761745352076779520,913,4448
761672994376806400,30892,51743
761599872357261312,1251,4296
761371037149827077,19119,0
761334018830917632,1543,5423
761292947749015552,1167,4657
761227390836215808,1655,5536
761004547850530816,3694,11822
760893934457552897,1030,3985
760656994973933572,2036,6907
760641137271070720,1370,5168
760539183865880579,3860,7904
760521673607086080,1482,4403
760290219849637889,12217,27977
760252756032651264,920,4111
760190180481531904,1919,5940
760153949710192640,32,0
759943073749200896,2213,6183
759923798737051648,6003,15273
759846353224826880,2105,6997
759793422261743616,2020,6215
759566828574212096,22445,0
759557299618865152,1246,4891
759447681597108224,2587,8855
759446261539934208,516,1741
759197388317847553,2068,6304
759159934323924993,1234,0
759099523532779520,4424,15132
759047813560868866,2148,6759
758854675097526272,954,3697
758828659922702336,4069,11648
758740312047005698,1705,5963
758474966123810816,1056,3980
758467244762497024,2362,5000
758405701903519748,2046,5418
758355060040593408,1154,3560
758099635764359168,10680,19961
758041019896193024,398,2814
757741869644341248,3449,7170
757729163776290825,8603,0
757725642876129280,1289,4715
757611664640446465,1181,4750
757597904299253760,312,0
757596066325864448,1122,4517
757400162377592832,7257,15769
757393109802180609,1852,6060
757354760399941633,1514,4699
756998049151549440,2106,6539
756939218950160384,2129,6908
756651752796094464,1386,5259
756526248105566208,3827,10824
756303284449767430,1154,4105
756288534030475264,18501,44610
756275833623502848,1612,6688
755955933503782912,3068,7625
755206590534418437,5708,17121
755110668769038337,11765,22108
754874841593970688,8487,0
754856583969079297,2681,7159
754747087846248448,551,2679
754482103782404096,2071,5522
754449512966619136,774,3899
754120377874386944,2480,8171
753655901052166144,2295,6073
753420520834629632,3786,8244
753398408988139520,2035,5994
753375668877008896,2464,7932
753298634498793472,6098,0
753294487569522689,1108,3517
753039830821511168,22185,38646
753026973505581056,1035,4055
752932432744185856,7263,13136
752917284578922496,1669,7179
752701944171524096,3068,0
752682090207055872,1697,6221
752660715232722944,1665,4575
752568224206688256,2422,5741
752519690950500352,3659,7661
752334515931054080,1171,3962
752309394570878976,17702,0
752173152931807232,1947,6183
751950017322246144,985,3190
751937170840121344,1432,5406
751830394383790080,2066,6016
751793661361422336,3078,6075
751598357617971201,3219,8212
751583847268179968,1172,4567
751538714308972544,1342,5236
751456908746354688,1060,3322
751251247299190784,6219,12986
751205363882532864,1944,6547
751132876104687617,1377,5258
750868782890057730,1466,4968
750719632563142656,5335,13694
750506206503038976,1206,4608
750429297815552001,4540,13668
750383411068534784,1207,4727
750381685133418496,29,716
750147208377409536,1017,3231
750132105863102464,1356,3779
750117059602808832,1374,4498
750101899009982464,893,3152
750086836815486976,570,2253
750071704093859840,3541,8171
750056684286914561,950,3266
750041628174217216,653,3299
750026558547456000,832,2812
750011400160841729,961,3372
749996283729883136,855,3166
749981277374128128,2599,5312
749774190421639168,1389,4838
749417653287129088,1758,6333
749403093750648834,572,2722
749395845976588288,3658,8917
749317047558017024,2342,5682
749075273010798592,2187,5972
749064354620928000,1602,4971
749036806121881602,829,3216
748977405889503236,3597,11130
748932637671223296,2395,6048
748705597323898880,1001,2868
748699167502000129,1682,4908
748692773788876800,1404,4403
748575535303884801,2092,6293
748568946752774144,707,2266
748346686624440324,1303,5412
748337862848962560,4350,7954
748324050481647620,804,3829
748307329658011649,747,3797
748220828303695873,8222,14669
747963614829678593,2256,5982
747933425676525569,2690,6858
747885874273214464,1038,3053
747844099428986880,787,2915
747816857231626240,1223,5017
747651430853525504,163,1432
747648653817413632,6156,13375
747600769478692864,583,2404
747594051852075008,1110,3819
747512671126323200,1672,5732
747461612269887489,1083,4005
747439450712596480,2033,5619
747242308580548608,3029,0
747219827526344708,1662,5479
747204161125646336,967,3499
747103485104099331,4207,9926
746906459439529985,310,2997
746872823977771008,2264,6204
746818907684614144,1817,5482
746790600704425984,1676,5039
746757706116112384,4124,9911
746726898085036033,1884,6254
746542875601690625,1974,5214
746521445350707200,1033,0
746507379341139972,1143,4804
746369468511756288,1728,6384
746131877086527488,2325,7157
746056683365994496,857,3667
745789745784041472,1124,4164
745712589599014916,2447,7224
745433870967832576,2671,7337
745422732645535745,2555,8889
745314880350101504,2919,7420
745074613265149952,3708,8103
745057283344719872,2399,7488
744995568523612160,652,3066
744971049620602880,2842,8158
744709971296780288,1641,5791
744334592493166593,2244,7008
744234799360020481,82289,161940
744223424764059648,388,1738
743980027717509120,1144,4308
743895849529389061,1005,3766
743835915802583040,2190,0
743609206067040256,1450,4627
743595368194129920,6897,19054
743545585370791937,983,3643
743510151680958465,3888,8179
743253157753532416,1278,4362
743222593470234624,1993,6408
743210557239623680,1431,3982
742534281772302336,3729,7290
742528092657332225,2086,4569
742465774154047488,4089,7500
742423170473463808,3972,10141
742385895052087300,2086,7036
742161199639494656,1446,4486
742150209887731712,1636,5313
741793263812808706,1580,4701
741743634094141440,2906,8455
741438259667034112,872,3790
741303864243200000,3385,9068
741099773336379392,5825,10352
741067306818797568,3248,9779
740995100998766593,2904,6597
740711788199743490,982,3524
740699697422163968,820,2933
740676976021798912,7131,18757
740373189193256964,13955,35966
740365076218183684,452,2552
740359016048689152,895,3405
740214038584557568,2064,6898
739979191639244800,6213,20609
739932936087216128,1128,4182
739844404073074688,895,3921
739623569819336705,1427,3920
739606147276148736,1735,5540
739544079319588864,22445,40918
739485634323156992,3070,7405
739238157791694849,60901,119650
738891149612572673,6,112
738885046782832640,1198,3895
738883359779196928,845,3428
738537504001953792,1632,5258
738402415918125056,879,3353
738184450748633089,1261,4455
738166403467907072,3567,9065
738156290900254721,686,2599
737826014890496000,1845,5434
737800304142471168,3624,10310
737678689543020544,1390,5192
737445876994609152,4676,10589
737322739594330112,848,3711
737310737551491075,7784,15138
736736130620620800,1820,4426
736392552031657984,7764,18290
736365877722001409,1310,4108
736225175608430592,2903,8376
736010884653420544,3118,8124
735991953473572864,1206,3714
735648611367784448,1151,4134
735635087207878657,2458,6362
735274964362878976,5312,13409
735256018284875776,927,3438
735137028879360001,1012,3215
734912297295085568,545,2827
734787690684657664,6598,12945
734776360183431168,568,2592
734559631394082816,415,1533
733828123016450049,817,3684
733822306246479872,1058,3773
733482008106668032,987,3245
733460102733135873,1341,4333
733109485275860992,17613,50742
